time	fd
1257135229.0	1.6961247322405208
1257135229.25	1.6904431864204366
1257135229.5	1.6859423900057091
1257135229.75	1.6955121056183766
1257135230.0	1.68959593746968
1257135230.25	1.6910764182631093
1257135230.5	1.681991234475998
1257135230.75	1.6863479686314413
1257135231.0	1.6940575775148246
1257135231.25	1.6892050340519982
1257135231.5	1.6941388477682768
1257135231.75	1.6938505024824715
1257135232.0	1.6916373704670706
1257135232.25	1.6987265092358468
1257135232.5	1.6864283881948487
1257135232.75	1.6963720257224193
