time	fd
1257881426.0	1.7023703588992345
1257881426.25	1.7020791574851681
1257881426.5	1.6889232671508692
1257881426.75	1.6814249106122678
1257881427.0	1.6895940041927413
1257881427.25	1.672594116852358
1257881427.5	1.689198969777832
1257881427.75	1.6916741050181074
1257881428.0	1.6787413543404606
1257881428.25	1.7009355326875881
1257881428.5	1.7027826935479522
1257881428.75	1.6674412858212646
1257881429.0	1.6860189789574052
1257881429.25	1.6982913913210003
1257881429.5	1.6887653303980805
1257881429.75	1.6913143139000075
