time	fd
1256835566.0	1.6856047153552687
1256835566.25	1.693654901767387
1256835566.5	1.6840491224336438
1256835566.75	1.6954203369833858
1256835567.0	1.6927078872461612
1256835567.25	1.6949079353550396
1256835567.5	1.6912031867755464
1256835567.75	1.6989432732377854
1256835568.0	1.6951544756452188
1256835568.25	1.6945419024930148
1256835568.5	1.702717080346377
1256835568.75	1.695525391463275
1256835569.0	1.677496634031628
1256835569.25	1.6696900986704541
1256835569.5	1.6887899958119548
1256835569.75	1.6909968137209708
