time	fd
1257277671.0	1.7698526114755526
1257277671.1	1.751659790314804
1257277671.2	1.7573999729653484
1257277671.3	1.7421363410204547
1257277671.4	1.751422002835945
1257277671.5	1.7708804400544913
1257277671.6	1.7654516092021995
1257277671.7	1.7281283677834067
1257277671.8	1.7678189072778359
1257277671.9	1.7570142364934418
1257277672.0	1.7614879391352183
1257277672.1	1.7432510627951714
1257277672.2	1.7413957197455099
1257277672.3	1.7488448354386805
1257277672.4	1.7488716570447844
1257277672.5	1.7437052897061198
1257277672.6	1.773493814789195
1257277672.7	1.7634327003362433
1257277672.8	1.7453910926089158
1257277672.9	1.7450316917641115
1257277673.0	1.7583960578891662
1257277673.1	1.7743274341792006
1257277673.2	1.7518671168102236
1257277673.3	1.7401455418121954
1257277673.4	1.7619938190664715
1257277673.5	1.7712305623139442
1257277673.6	1.7522203699132262
1257277673.7	1.7487204899447262
1257277673.8	1.7655837581124167
1257277673.9	1.7574608664959144
1257277674.0	1.7743342395260837
1257277674.1	1.7581107009640222
1257277674.2	1.7613846473945758
1257277674.3	1.751529021729346
1257277674.4	1.7360942873789282
1257277674.5	1.7649342919982836
1257277674.6	1.7418734300296057
1257277674.7	1.7497931643578448
1257277674.8	1.7386523092040984
1257277674.9	1.736547668442718
