time	fd
1256703165.0	1.6822369999501756
1256703165.25	1.684455361668393
1256703165.5	1.6825316041741099
1256703165.75	1.683244190737363
1256703166.0	1.6883853771044932
1256703166.25	1.6978989197797316
1256703166.5	1.6845937679979948
1256703166.75	1.6861675884018181
1256703167.0	1.6838862119770341
1256703167.25	1.686131430240455
1256703167.5	1.6863611847717181
1256703167.75	1.6859629799068163
1256703168.0	1.6869211998560383
1256703168.25	1.6940983831368492
1256703168.5	1.6860434297906535
1256703168.75	1.6941244708729284
