time	fd
1256812894.0	1.6939097911881325
1256812894.25	1.6889518411594222
1256812894.5	1.6841590742748376
1256812894.75	1.6879106413918032
1256812895.0	1.6781855823378051
1256812895.25	1.701266587299235
1256812895.5	1.6923919040076223
1256812895.75	1.695223014190123
1256812896.0	1.6863262245703858
1256812896.25	1.699849613617692
1256812896.5	1.687827629699394
1256812896.75	1.690346534204719
1256812897.0	1.6902743847814787
1256812897.25	1.7002731809683194
1256812897.5	1.6927789002395954
1256812897.75	1.6796137977591452
