time	fd
1257900907.0	1.6865226141870355
1257900907.25	1.6919605530084496
1257900907.5	1.6912038584066762
1257900907.75	1.6878049032465272
1257900908.0	1.7053500019171464
1257900908.25	1.6975488650187733
1257900908.5	1.69534924081246
1257900908.75	1.6909161230196479
1257900909.0	1.6847456678959827
1257900909.25	1.6769759699739728
1257900909.5	1.6974213829861633
1257900909.75	1.6802221885522441
1257900910.0	1.6916237979794755
1257900910.25	1.693895675566124
1257900910.5	1.6798575058985352
1257900910.75	1.687890690997615
