time	fd
1257845957.0	1.6880072229843073
1257845957.25	1.7009721661862103
1257845957.5	1.6867923663299083
1257845957.75	1.6869059442369867
1257845958.0	1.6813997278880835
1257845958.25	1.6861066818877077
1257845958.5	1.68618108923463
1257845958.75	1.6915057794812545
1257845959.0	1.6819992181576904
1257845959.25	1.6919415560037045
1257845959.5	1.675515427962241
1257845959.75	1.6910784656294855
1257845960.0	1.6889950705941974
1257845960.25	1.6875942190012365
1257845960.5	1.6825117875691347
1257845960.75	1.6786470181365587
