time	fd
1256675084.0	1.6886583719569637
1256675084.25	1.6786485843663719
1256675084.5	1.6901079384668638
1256675084.75	1.69124452738852
1256675085.0	1.7002730818981981
1256675085.25	1.6884085202076209
1256675085.5	1.6967179775066228
1256675085.75	1.6940091688305867
1256675086.0	1.6969485085891398
1256675086.25	1.693462343251978
1256675086.5	1.6829267677932669
1256675086.75	1.6936997867350587
1256675087.0	1.68099420535185
1256675087.25	1.6950399835938912
1256675087.5	1.6910643435149648
1256675087.75	1.6920876968202998
