time	fd
1256715800.0	1.6768611732946401
1256715800.25	1.6959578504473183
1256715800.5	1.6904030522163884
1256715800.75	1.692824519392268
1256715801.0	1.685686112526661
1256715801.25	1.6884847454201246
1256715801.5	1.6861914080196059
1256715801.75	1.697122746086045
1256715802.0	1.694299182924817
1256715802.25	1.6895569622301552
1256715802.5	1.683804491164003
1256715802.75	1.6974297447403357
1256715803.0	1.6867849616397916
1256715803.25	1.6861963242754285
1256715803.5	1.6828079144028942
1256715803.75	1.70330749185542
