time	fd
1256696520.0	1.7051277745341986
1256696520.25	1.679196297400781
1256696520.5	1.6943122096417444
1256696520.75	1.7008247712149835
1256696521.0	1.6912516422549349
1256696521.25	1.705913598069297
1256696521.5	1.6930236659787725
1256696521.75	1.6987933534811184
1256696522.0	1.6943973200074487
1256696522.25	1.7022676847519818
1256696522.5	1.6910472389859887
1256696522.75	1.6911868954376357
1256696523.0	1.6709880476815455
1256696523.25	1.6919489371699905
1256696523.5	1.6935444170341403
1256696523.75	1.7114631228917112
