time	fd
1256965898.0	1.681878357377918
1256965898.25	1.6893961160807598
1256965898.5	1.691801875073625
1256965898.75	1.6909650889379404
1256965899.0	1.6984492820412993
1256965899.25	1.6934871268295284
1256965899.5	1.6934685173027366
1256965899.75	1.6825062306722696
1256965900.0	1.6901309824870225
1256965900.25	1.6974849233650204
1256965900.5	1.6740362648362077
1256965900.75	1.6854745544758807
1256965901.0	1.6895852137831864
1256965901.25	1.6931646179963942
1256965901.5	1.6815734312048338
1256965901.75	1.6981421449815886
