time	fd
1257866453.0	1.688584382966024
1257866453.25	1.6843629005275895
1257866453.5	1.6796064904387507
1257866453.75	1.6863618767018704
1257866454.0	1.7011132836121001
1257866454.25	1.6653912947290426
1257866454.5	1.6881918640796387
1257866454.75	1.6821185011027366
1257866455.0	1.681745779319587
1257866455.25	1.6972835578375551
1257866455.5	1.6875510990675306
1257866455.75	1.6992811085572526
1257866456.0	1.6836737024687
1257866456.25	1.691295040035454
1257866456.5	1.69001419368377
1257866456.75	1.6908780979381648
