time	fd
1257878519.0	1.6852028018172902
1257878519.25	1.7030848232683184
1257878519.5	1.6911164880275156
1257878519.75	1.6873113418001209
1257878520.0	1.693215835232731
1257878520.25	1.705018845570004
1257878520.5	1.6916098760611742
1257878520.75	1.6970943902342042
1257878521.0	1.6970941425168709
1257878521.25	1.7111492644050554
1257878521.5	1.7040453478171804
1257878521.75	1.6840873501433307
1257878522.0	1.7009299223971104
1257878522.25	1.6987951961372807
1257878522.5	1.676024519964196
1257878522.75	1.6930357979298973
