time	fd
1257861240.0	1.6844734565243995
1257861240.25	1.69479904870751
1257861240.5	1.6948174218212846
1257861240.75	1.6897960912234455
1257861241.0	1.698693484817321
1257861241.25	1.6948642528192472
1257861241.5	1.6916364343132861
1257861241.75	1.691702506316417
1257861242.0	1.6900605353115725
1257861242.25	1.6922915907470235
1257861242.5	1.6906864182242103
1257861242.75	1.7023435488226386
1257861243.0	1.6946387768346318
1257861243.25	1.6849291768282195
1257861243.5	1.6960225268078368
1257861243.75	1.6831996398378388
