time	fd
1256815415.0	1.696845562768472
1256815415.25	1.6951464607020499
1256815415.5	1.6847277565039593
1256815415.75	1.691455417996059
1256815416.0	1.6964874375446024
1256815416.25	1.6873467597073097
1256815416.5	1.6960420130969411
1256815416.75	1.6875901040947676
1256815417.0	1.6924098464769803
1256815417.25	1.6904344345379103
1256815417.5	1.675281408013672
1256815417.75	1.6809520673235019
1256815418.0	1.691747975456991
1256815418.25	1.6960688126636578
1256815418.5	1.6917716868237247
1256815418.75	1.67172967404947
