time	fd
1256697287.0	1.6963456358640419
1256697287.25	1.6977081655722588
1256697287.5	1.6942639143648803
1256697287.75	1.694449465708766
1256697288.0	1.6944341861872927
1256697288.25	1.6921859728064599
1256697288.5	1.6916903625315285
1256697288.75	1.694860612853134
1256697289.0	1.6925314277159624
1256697289.25	1.6843549621927325
1256697289.5	1.6926948576500924
1256697289.75	1.690956006703708
1256697290.0	1.6894284599513885
1256697290.25	1.6785978810547257
1256697290.5	1.7003763370395104
1256697290.75	1.6906368077433997
