time	fd
1257909387.0	1.6890488323195
1257909387.25	1.7110217517531845
1257909387.5	1.7024878948354074
1257909387.75	1.7005429237442868
1257909388.0	1.7022551132678299
1257909388.25	1.7038482094977108
1257909388.5	1.6979390941976642
1257909388.75	1.7027991487113072
1257909389.0	1.7046152994414498
1257909389.25	1.6954411190688377
1257909389.5	1.6964024226998577
1257909389.75	1.7031084694190608
1257909390.0	1.6949771557849707
1257909390.25	1.7052437127694937
1257909390.5	1.685920237792998
1257909390.75	1.6606798342100395
