time	fd
1257996444.0	1.7416178743217632
1257996444.25	1.7264153893436696
1257996444.5	1.7382930634149758
1257996444.75	1.7389124243894423
1257996445.0	1.7414771930716633
1257996445.25	1.7515515032904514
1257996445.5	1.7433581087678764
1257996445.75	1.7425158550998088
1257996446.0	1.741042753116293
1257996446.25	1.7392628051957018
1257996446.5	1.7298914090072777
1257996446.75	1.7307094917981645
1257996447.0	1.7324039227266281
1257996447.25	1.7225519028046465
1257996447.5	1.738030804679359
1257996447.75	1.6189590112126109
