time	fd
1257900907.0	1.6845866853733682
1257900907.25	1.6837465106986313
1257900907.5	1.6963295141916164
1257900907.75	1.6843007129227852
1257900908.0	1.6948831852184518
1257900908.25	1.6893744411337592
1257900908.5	1.6870768051151896
1257900908.75	1.6881766405917906
1257900909.0	1.6937013489095754
1257900909.25	1.6971199655916054
1257900909.5	1.6909666224767106
1257900909.75	1.6994877354533695
1257900910.0	1.6879104897747632
1257900910.25	1.6820505112131663
1257900910.5	1.6931391036002923
1257900910.75	1.6872330694839397
