time	fd
1256705159.0	1.7052378102331538
1256705159.25	1.6962268721751301
1256705159.5	1.6847189760737873
1256705159.75	1.6951968198482232
1256705160.0	1.6923370849083836
1256705160.25	1.6867363193101947
1256705160.5	1.6923874626092166
1256705160.75	1.6889852996243873
1256705161.0	1.6924060748896876
1256705161.25	1.6897168910024785
1256705161.5	1.6903612168462312
1256705161.75	1.6942800895602106
1256705162.0	1.7010688786949777
1256705162.25	1.695398549335314
1256705162.5	1.6927328266073314
1256705162.75	1.6813844855470936
