time	fd
1256733372.0	1.6987968260997657
1256733372.25	1.692317232883638
1256733372.5	1.6851318860148892
1256733372.75	1.6820077887975262
1256733373.0	1.689654624939985
1256733373.25	1.686805003860676
1256733373.5	1.6748694816382685
1256733373.75	1.6766389087754396
1256733374.0	1.6932342287506734
1256733374.25	1.6807389329773106
1256733374.5	1.6805775602917463
1256733374.75	1.7036577444051326
1256733375.0	1.6923579536604003
1256733375.25	1.692969921289015
1256733375.5	1.6980930942246957
1256733375.75	1.6856039736034014
