time	fd
1257534888.0	1.6917277684671785
1257534888.25	1.6939059893117088
1257534888.5	1.6871454984178882
1257534888.75	1.6963210087426273
1257534889.0	1.6823080866194986
1257534889.25	1.6278306641882934
1257534889.5	1.6383815022665573
1257534889.75	1.5853450400877753
1257534890.0	1.5610829251196077
1257534890.25	1.3927748074904094
1257534890.5	1.5515528725707362
1257534890.75	1.6299203451724025
1257534891.0	1.6516107686928405
1257534891.25	1.6728628956068505
1257534891.5	1.6936633510771932
1257534891.75	1.6921467933159904
