time	fd
1257878519.0	1.6886027367153724
1257878519.25	1.6825508060652297
1257878519.5	1.6843723978193554
1257878519.75	1.6749204283746266
1257878520.0	1.695291137531222
1257878520.25	1.682302357943129
1257878520.5	1.6985472251170446
1257878520.75	1.6962590646878781
1257878521.0	1.702547989803885
1257878521.25	1.6933961324386644
1257878521.5	1.6946660417575408
1257878521.75	1.690561513724002
1257878522.0	1.6911846973521292
1257878522.25	1.6985215436717023
1257878522.5	1.7011597686541062
1257878522.75	1.6957599400379262
