time	fd
1256666854.0	1.6852120378666662
1256666854.25	1.6881885833678398
1256666854.5	1.6884159503878338
1256666854.75	1.6964112292234985
1256666855.0	1.6933408303186286
1256666855.25	1.6928816005076177
1256666855.5	1.702461245135638
1256666855.75	1.7022592897338622
1256666856.0	1.6995568946986852
1256666856.25	1.69355299581205
1256666856.5	1.6946218481450475
1256666856.75	1.690236260623366
1256666857.0	1.6877594574706578
1256666857.25	1.6908775906498903
1256666857.5	1.6924004186342056
1256666857.75	1.6907809058761383
