time	fd
1256735102.0	1.6857504407656942
1256735102.25	1.692265058759574
1256735102.5	1.6875730379256948
1256735102.75	1.695613489920651
1256735103.0	1.68638885197362
1256735103.25	1.6869539265220248
1256735103.5	1.6832526731574786
1256735103.75	1.6898174859455197
1256735104.0	1.7043648035244616
1256735104.25	1.6838844688478714
1256735104.5	1.6963861132403135
1256735104.75	1.6946629084866554
1256735105.0	1.7018730449706543
1256735105.25	1.6834305432991847
1256735105.5	1.6884641423823161
1256735105.75	1.691162835504599
