1260100032,1260133265
1260143085,1260221430
1260225011,1260428434
1260438984,1260540983
1260756883,1260794938
1260802424,1260840860
1260843278,1260904975
1260907617,1260910015
1260919391,1260937455
1260937721,1260962668
1260962926,1260969189
1260969328,1260975569
1260975859,1260980139
1261007858,1261026570
1261034390,1261087984
1261088031,1261139463
1261142925,1261151978
1261160474,1261164511
1261181249,1261241600
1261242145,1261242303
1261243755,1261250375
1261266023,1261269052
1261269124,1261280590
1261289929,1261338933
1261339028,1261342640
1261344271,1261380199
1261384155,1261418127
1261422713,1261432943
1261436872,1261443310
1261447326,1261531617
1261535312,1261580528
1261583854,1261641084
1261654016,1261663763
1261663915,1261848138
1261854659,1261859271
1261859291,1262112768
1262112774,1262188728
1262198078,1262198857
1262200958,1262230488
1262232415,1262234666
1262239461,1262278048
1262281048,1262291081
1262293167,1262329171
1262333141,1262335223
1262339557,1262342302
1262352751,1262379546
1262382134,1262391296
1262391445,1262412742
1262440555,1262444417
1262459639,1262461451
1262461493,1262466428
1262471488,1262595363
1262607622,1262620957
1262621078,1262637575
1262637758,1262638867
1262642747,1262653204
1262653854,1262705801
1262711712,1262713645
1262716081,1262772751
1262833726,1262899765
1262908706,1262944534
1262947448,1262972491
1262973087,1263049216
1263077149,1263083381
1263084917,1263160133
1263164625,1263181869
1263184089,1263233351
1263235820,1263245308
1263245572,1263249495
1263254173,1263287036
1263288960,1263330551
1263333826,1263368221
1263588386,1263594319
1263597982,1263599374
1263601587,1263601875
1263612488,1263616279
1263618943,1263634588
1263637798,1263652910
1263674773,1263680830
1263680852,1263685120
1263688328,1263697638
1263697770,1263751884
1263752127,1263767422
1263777550,1263795012
1263806320,1263850547
1263855607,1263924944
1263942972,1263961796
1263966840,1263983837
1263986569,1264000089
1264001857,1264011284
1264013167,1264046619
1264046648,1264046666
1264050328,1264056807
1264063444,1264115964
1264119483,1264137658
1264145647,1264186707
1264195637,1264258532
1264294887,1264452541
1264468070,1264468276
1264468484,1264528206
1264534237,1264547741
1264547790,1264570812
1264570898,1264575694
1264578718,1264610469
1264612159,1264651022
1264653129,1264682801
1264682991,1264769385
1264783968,1264784647
1264784753,1264791696
1264792615,1264805905
1264806007,1264820328
1264822400,1264863307
1264885288,1264889985
1264895816,1264924637
1264927797,1264962693
1264967213,1264970252
1264977676,1265025129
1265046699,1265046949
1265047349,1265050822
1265061519,1265106172
1265106244,1265133146
1265140477,1265148772
1265148816,1265152964
1265153188,1265209024
1265212711,1265265256
1265265425,1265400128
1265414825,1265431561
1265435146,1265468268
1265488975,1265502571
1265505452,1265509298
1265509533,1265521063
1265525301,1265548849
1265555332,1265563391
1265565920,1265572779
1265575568,1265575649
1265575691,1265607164
1265616712,1265626074
1265649130,1265659812
1265661846,1265747952
1265752605,1265756344
1265853330,1265865245
1265865273,1266001262
1266006420,1266048279
1266054049,1266064786
1266067317,1266073316
1266097079,1266100380
1266100641,1266116302
1266124319,1266188642
1266196469,1266232566
1266232751,1266257083
1266270670,1266342818
1266350404,1266460304
1266466233,1266492220
1266493809,1266514074
1266519189,1266606021
1266613720,1266677801
1266699635,1266789671
1266793981,1266806995
1266821620,1266824931
1266825099,1266828197
1266832906,1266868240
1266884413,1267140540
1267159681,1267210881
1267216697,1267282830
1267318201,1267318694
1267320520,1267378579
1267380081,1267397652
1267404266,1267489102
1267493646,1267518707
1267519404,1267531708
1267532228,1267553052
1267556504,1267589093
1267594722,1267758249
1267766243,1267774189
1267779304,1267812037
1267817638,1267821274
1267822123,1267835278
1267840602,1267840989
1267841084,1267884092
1267911345,1267931307
1267931347,1267964860
1267965721,1267989555
1267998057,1267999077
1267999308,1268042986
1268045773,1268066034
1268078136,1268081990
1268082318,1268082494
1268082513,1268118524
1268118596,1268125093
1268125184,1268149397
1268160587,1268186242
1268187806,1268215903
1268230068,1268238822
1268241608,1268279299
1268281886,1268311356
1268312132,1268331861
1268334202,1268367603
1268369593,1268400028
1268404792,1268420276
1268429063,1268430908
1268431044,1268488827
1268503993,1268511207
1268511261,1268516284
1268516633,1268557824
1268557920,1268558108
1268558291,1268572755
1268578962,1268598701
1268603444,1268621879
1268624226,1268642751
1268642844,1268681516
1268685500,1268714488
1268714540,1268760671
1268764432,1268770944
1268772986,1268870186
1268872549,1268955520
1268955745,1268999936
