1244000000,1244076204
1244082982,1244221152
1244246160,1244254090
1244254183,1244295515
1244324426,1244325160
1244331126,1244367166
1244367284,1244380887
1244398860,1244404824
1244419982,1244450921
1244451005,1244463553
1244463704,1244464727
1244464826,1244471326
1244471450,1244485910
1244486000,1244498946
1244499330,1244507117
1244522894,1244535204
1244535298,1244537226
1244537372,1244566327
1244566465,1244566494
1244568254,1244568746
1244575527,1244580332
1244593947,1244669435
1244669640,1244672221
1244693651,1244697896
1244697943,1244697958
1244698008,1244702027
1244702169,1244736806
1244744921,1244757112
1244761794,1244788130
1244788213,1244789620
1244802792,1244807593
1244807673,1244820721
1244820811,1244835563
1244835706,1244839270
1244839428,1244856444
1244866699,1244900041
1244936268,1244958208
1244974702,1244978500
1244978566,1244999680
1244999698,1245000697
1245010150,1245011644
1245047186,1245085593
1245091566,1245106596
1245107774,1245109698
1245110216,1245113978
1245123511,1245144303
1245155831,1245182744
1245191873,1245239057
1245239160,1245242924
1245250589,1245297325
1245308615,1245367937
1245396780,1245489278
1245499381,1245509177
1245563275,1245607573
1245632502,1245633577
1245647318,1245650209
1245653507,1245663106
1245663269,1245708628
1245715717,1245726883
1245737762,1245760519
1245760603,1245760902
1245760941,1245778114
1245779895,1245802851
1245805563,1245808245
1245823743,1245843456
1245843740,1245892608
1245892663,1245948361
1245967228,1246040115
1246044869,1246057897
1246063270,1246069247
1246079821,1246084359
1246084502,1246114202
1246156599,1246164817
1246170213,1246200896
1246209957,1246224616
1246239224,1246249992
1246261450,1246297011
1246307444,1246316282
1246320884,1246360449
1246364920,1246366645
1246378428,1246418571
1246452223,1246549997
1246561822,1246659651
1246681814,1246718717
1246749995,1246808840
1246808939,1246821882
1246822002,1246824022
1246830624,1246864299
1246864403,1246864657
1246864740,1246911722
1246912685,1246919603
1246919810,1246928500
1246928635,1246935074
1246935163,1246944553
1246952467,1246960362
1246967851,1247036503
1247042149,1247131971
1247150240,1247185818
1247186228,1247231563
1247236921,1247238624
1247242341,1247289039
1247294313,1247295779
1247295999,1247323929
1247351283,1247352233
1247359789,1247382672
1247388904,1247401153
1247401585,1247411041
1247417948,1247428814
1247442440,1247469545
1247470088,1247488206
1247493006,1247505925
1247515297,1247531446
1247542971,1247555584
1247555605,1247598326
1247598409,1247609167
1247614196,1247653888
1247658929,1247749610
1247750005,1247758312
1247759127,1247789517
1247810068,1247837756
1247866436,1247867293
1247867407,1247895467
1247904050,1247907156
1247907240,1247910264
1247910363,1247912067
1247912195,1247917160
1247922809,1247928353
1247961430,1247964303
1247964867,1247970123
1247975221,1247975791
1248112047,1248121394
1248132101,1248166473
1248174783,1248190587
1248200538,1248222434
1248227074,1248256984
1248257434,1248257699
1248257812,1248293660
1248301517,1248316296
1248324915,1248347145
1248357903,1248428214
1248435935,1248455991
1248463179,1248469306
1248473427,1248500420
1248508635,1248533196
1248564043,1248565672
1248580885,1248621975
1248683709,1248715845
1248718640,1248720748
1248736940,1248775747
1248797183,1248829995
1248830128,1248868673
1248876537,1248911712
1248911788,1248950082
1248959455,1248979949
1248980060,1249000165
1249000654,1249077952
1249093442,1249101027
1249126626,1249137946
1249163427,1249184524
1249196257,1249236401
1249236512,1249242224
1249276045,1249290507
1249317168,1249320302
1249322661,1249322972
1249323313,1249333328
1249337340,1249359522
1249360017,1249366444
1249367290,1249406610
1249407679,1249413184
1249413208,1249413729
1249413878,1249463906
1249463989,1249467853
1249467940,1249529441
1249543602,1249546631
1249546713,1249662942
1249663748,1249742752
1249774444,1249833703
1249836592,1249854687
1249871825,1249881718
1262800000,1262817505
1262828631,1262844407
1262844473,1262858860
1262863942,1262878245
1262884040,1262893102
1262898851,1262919680
1262919719,1262987419
1262998108,1263012337
1263012448,1263051933
1263074525,1263141237
1263158886,1263159361
1263163421,1263164025
1263167844,1263174607
1263180070,1263229176
1263234761,1263263355
1263269365,1263271936
1263272009,1263330216
1263332913,1263398912
1263399288,1263438973
1263439188,1263478731
1263508248,1263514217
1263522105,1263528542
1263532867,1263571805
1263583492,1263591014
1263595628,1263615146
1263620637,1263649063
1263677338,1263677640
1263677815,1263683243
1263688619,1263787665
1263787796,1263794436
1263807999,1263812452
1263812514,1263833088
1263833097,1263850495
1263857147,1263867163
1263881127,1263925290
1263931377,1263937091
1263946513,1263972352
1263972430,1264044985
1264055491,1264070749
1264077787,1264106086
1264110957,1264131592
1264171464,1264186813
1264193062,1264216232
1264221877,1264250849
1264256425,1264261585
1264297924,1264370267
1264392987,1264403179
1264409744,1264436140
1264442607,1264452560
1264454643,1264457418
1264462727,1264469840
1264477009,1264521216
1264521591,1264526137
1264531957,1264535208
1264542917,1264568467
1264568681,1264571417
1264572039,1264591699
1264597197,1264703538
1264703820,1264734208
